name,make,model,build_date,odometer,body_type,fuel,transmission,seats,auctioneer,deadline,link_to_auction,link_to_condition_report,other_specs,unique_identifier,hours,state,redbook_code,redbook_average_wholesale,current_market_retail,auction_registration_link,vin,date_listed,name_of_auction
2010 Honda Odyssey,Honda,Odyssey,2010,190060,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965310/2010-honda-odyssey-4th-gen-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965310/2010-honda-odyssey-4th-gen-my10?filterid=86dcad24bf,4Th Gen My10 Fwd   Silverbuild     Exp20/12/2024,2010HondaOdyssey190060,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2009 Subaru Outback,Subaru,Outback,2009,243716,Van,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965857/2009-subaru-outback-3-6r-b5a-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965857/2009-subaru-outback-3-6r-b5a-my10?filterid=86dcad24bf,3.6R B5A My10 4Wd   Whitebuild     Exp08/04/2025,2009SubaruOutback243716,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2009 Subaru Outback,Subaru,Outback,2009,243716,Van,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965857/2009-subaru-outback-3-6r-b5a-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965857/2009-subaru-outback-3-6r-b5a-my10?filterid=86dcad24bf,3.6R B5A My10 4Wd   Whitebuild     Exp08/04/2025,2009SubaruOutback243716,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Ford Kuga,Ford,Kuga,2012,204184,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2952556/2012-ford-kuga-trend-te?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2952556/2012-ford-kuga-trend-te?filterid=86dcad24bf,Trend Te 4Wd   Orangebuild     Exp25/10/2024,2012FordKuga204184,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Ford Kuga,Ford,Kuga,2012,204184,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2952556/2012-ford-kuga-trend-te?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2952556/2012-ford-kuga-trend-te?filterid=86dcad24bf,Trend Te 4Wd   Orangebuild     Exp25/10/2024,2012FordKuga204184,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Mazda 3,Mazda,3,2012,131380,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2972225/2012-mazda-3-maxx-sport-bl10f2?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2972225/2012-mazda-3-maxx-sport-bl10f2?filterid=86dcad24bf,"Maxx Sport Bl10F2 Fwd   Blackbuild   11,80  Exp2/01/2025",2012Mazda3131380,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Mazda 3,Mazda,3,2012,131380,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2972225/2012-mazda-3-maxx-sport-bl10f2?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2972225/2012-mazda-3-maxx-sport-bl10f2?filterid=86dcad24bf,"Maxx Sport Bl10F2 Fwd   Blackbuild   11,80  Exp2/01/2025",2012Mazda3131380,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Volkswagen Jetta,Volkswagen,Jetta,2010,195474,Sedan,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2964641/2010-volkswagen-jetta-125tdi-highline-1km-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2964641/2010-volkswagen-jetta-125tdi-highline-1km-my10?filterid=86dcad24bf,125Tdi Highline 1 My10 Fwd   Blackbuild     Exp10/09/2025,2010VolkswagenJetta195474,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Volkswagen Jetta,Volkswagen,Jetta,2010,195474,Sedan,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2964641/2010-volkswagen-jetta-125tdi-highline-1km-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2964641/2010-volkswagen-jetta-125tdi-highline-1km-my10?filterid=86dcad24bf,125Tdi Highline 1 My10 Fwd   Blackbuild     Exp10/09/2025,2010VolkswagenJetta195474,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Subaru Forester,Subaru,Forester,2013,165039,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968200/2013-subaru-forester-2-5i-s4-my13?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968200/2013-subaru-forester-2-5i-s4-my13?filterid=86dcad24bf,2.5I S4 My13 4Wd   Whitebuild     Exp02/06/2025,2013SubaruForester165039,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Subaru Forester,Subaru,Forester,2013,165039,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968200/2013-subaru-forester-2-5i-s4-my13?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968200/2013-subaru-forester-2-5i-s4-my13?filterid=86dcad24bf,2.5I S4 My13 4Wd   Whitebuild     Exp02/06/2025,2013SubaruForester165039,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Nissan Navara,Nissan,Navara,2010,247443,Utility,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968321/2010-nissan-navara-st-dual-cab-d40?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968321/2010-nissan-navara-st-dual-cab-d40?filterid=86dcad24bf,St Dual Cab D40 4Wd   Whitebuild2009     Exp19/04/2025,2010NissanNavara247443,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Nissan Navara,Nissan,Navara,2010,247443,Utility,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968321/2010-nissan-navara-st-dual-cab-d40?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968321/2010-nissan-navara-st-dual-cab-d40?filterid=86dcad24bf,St Dual Cab D40 4Wd   Whitebuild2009     Exp19/04/2025,2010NissanNavara247443,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Volkswagen Amarok,Volkswagen,Amarok,2014,242074,Utility,Diesel,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961817/2014-volkswagen-amarok-tdi400-trendline-dua-2h-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961817/2014-volkswagen-amarok-tdi400-trendline-dua-2h-my14?filterid=86dcad24bf,Tdi400 Trendline Dua 2H My14 4Wd   Brownbuild     Exp06/10/2025,2014VolkswagenAmarok242074,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Volkswagen Amarok,Volkswagen,Amarok,2014,242074,Utility,Diesel,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961817/2014-volkswagen-amarok-tdi400-trendline-dua-2h-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961817/2014-volkswagen-amarok-tdi400-trendline-dua-2h-my14?filterid=86dcad24bf,Tdi400 Trendline Dua 2H My14 4Wd   Brownbuild     Exp06/10/2025,2014VolkswagenAmarok242074,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2008 Volkswagen Golf,Volkswagen,Golf,2008,167379,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965997/2008-volkswagen-golf-comfortline-v-my08?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965997/2008-volkswagen-golf-comfortline-v-my08?filterid=86dcad24bf,Comfortline V My08 Fwd   Blackbuild     Exp22/12/2024,2008VolkswagenGolf167379,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2008 Volkswagen Golf,Volkswagen,Golf,2008,167379,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965997/2008-volkswagen-golf-comfortline-v-my08?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965997/2008-volkswagen-golf-comfortline-v-my08?filterid=86dcad24bf,Comfortline V My08 Fwd   Blackbuild     Exp22/12/2024,2008VolkswagenGolf167379,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Subaru Outback,Subaru,Outback,2016,151245,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968657/2016-subaru-outback-2-5i-premium-b6a-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968657/2016-subaru-outback-2-5i-premium-b6a-my16?filterid=86dcad24bf,2.5I Premium B6A My16 4Wd   Silverbuild     Exp23/10/2025,2016SubaruOutback151245,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Subaru Outback,Subaru,Outback,2016,151245,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968657/2016-subaru-outback-2-5i-premium-b6a-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968657/2016-subaru-outback-2-5i-premium-b6a-my16?filterid=86dcad24bf,2.5I Premium B6A My16 4Wd   Silverbuild     Exp23/10/2025,2016SubaruOutback151245,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Toyota Corolla,Toyota,Corolla,2016,153165,Hatchback,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970905/2016-toyota-corolla-ascent-sport-zre182r?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970905/2016-toyota-corolla-ascent-sport-zre182r?filterid=86dcad24bf,Ascent Sport Zre182R Fwd   Whitebuild2015     Exp13/06/2025,2016ToyotaCorolla153165,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Toyota Corolla,Toyota,Corolla,2016,153165,Hatchback,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970905/2016-toyota-corolla-ascent-sport-zre182r?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970905/2016-toyota-corolla-ascent-sport-zre182r?filterid=86dcad24bf,Ascent Sport Zre182R Fwd   Whitebuild2015     Exp13/06/2025,2016ToyotaCorolla153165,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Renault Megane,Renault,Megane,2015,109373,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965271/2015-renault-megane-gt-line-iii-b95-phase-2?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965271/2015-renault-megane-gt-line-iii-b95-phase-2?filterid=86dcad24bf,Gt-Line Iii B95 Phase 2 Fwd   Blackbuild     Exp08/10/2024,2015RenaultMegane109373,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Renault Megane,Renault,Megane,2015,109373,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965271/2015-renault-megane-gt-line-iii-b95-phase-2?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965271/2015-renault-megane-gt-line-iii-b95-phase-2?filterid=86dcad24bf,Gt-Line Iii B95 Phase 2 Fwd   Blackbuild     Exp08/10/2024,2015RenaultMegane109373,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2009 Subaru Impreza,Subaru,Impreza,2009,214203,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2956394/2009-subaru-impreza-rs-g3-my09?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2956394/2009-subaru-impreza-rs-g3-my09?filterid=86dcad24bf,Rs G3 My09 4Wd   Whitebuild     Exp21/07/2025,2009SubaruImpreza214203,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2009 Subaru Impreza,Subaru,Impreza,2009,214203,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2956394/2009-subaru-impreza-rs-g3-my09?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2956394/2009-subaru-impreza-rs-g3-my09?filterid=86dcad24bf,Rs G3 My09 4Wd   Whitebuild     Exp21/07/2025,2009SubaruImpreza214203,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Audi A4,Audi,A4,2014,149049,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961789/2014-audi-a4-b8-8k-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961789/2014-audi-a4-b8-8k-my14?filterid=86dcad24bf,B8 8K My14 4Wd   Greybuild     Exp13/02/2025,2014AudiA4149049,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Audi A4,Audi,A4,2014,149049,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961789/2014-audi-a4-b8-8k-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961789/2014-audi-a4-b8-8k-my14?filterid=86dcad24bf,B8 8K My14 4Wd   Greybuild     Exp13/02/2025,2014AudiA4149049,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2011 Jeep Grand Cherokee,Jeep,Grand Cherokee,2011,214574,Wagon,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965760/2011-jeep-grand-cherokee-limited-wk-my2011?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965760/2011-jeep-grand-cherokee-limited-wk-my2011?filterid=86dcad24bf,Limited Wk My 4Wd   Greybuild     Exp27/10/2024,2011JeepGrand Cherokee214574,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2011 Jeep Grand Cherokee,Jeep,Grand Cherokee,2011,214574,Wagon,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965760/2011-jeep-grand-cherokee-limited-wk-my2011?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965760/2011-jeep-grand-cherokee-limited-wk-my2011?filterid=86dcad24bf,Limited Wk My 4Wd   Greybuild     Exp27/10/2024,2011JeepGrand Cherokee214574,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Mitsubishi Asx Ls,Mitsubishi,Asx Ls,2016,118556,Wagon,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970841/2016-mitsubishi-asx-ls-xb-my15-5?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970841/2016-mitsubishi-asx-ls-xb-my15-5?filterid=86dcad24bf,Xb My15.5 4Wd   Silverbuild2015     Exp17/04/2025,2016MitsubishiAsx Ls118556,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Mitsubishi Asx Ls,Mitsubishi,Asx Ls,2016,118556,Wagon,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970841/2016-mitsubishi-asx-ls-xb-my15-5?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970841/2016-mitsubishi-asx-ls-xb-my15-5?filterid=86dcad24bf,Xb My15.5 4Wd   Silverbuild2015     Exp17/04/2025,2016MitsubishiAsx Ls118556,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Holden Colorado,Holden,Colorado,2015,139205,Utility,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965427/2015-holden-colorado-ls-x-dual-cab-rg-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965427/2015-holden-colorado-ls-x-dual-cab-rg-my16?filterid=86dcad24bf,Ls-X Dual Cab Rg My16 4Wd   Maroonbuild     Exp01/12/2024,2015HoldenColorado139205,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Holden Colorado,Holden,Colorado,2015,139205,Utility,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965427/2015-holden-colorado-ls-x-dual-cab-rg-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965427/2015-holden-colorado-ls-x-dual-cab-rg-my16?filterid=86dcad24bf,Ls-X Dual Cab Rg My16 4Wd   Maroonbuild     Exp01/12/2024,2015HoldenColorado139205,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Ford Focus,Ford,Focus,2015,182796,Hatchback,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2953225/2015-ford-focus-trend-lz?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2953225/2015-ford-focus-trend-lz?filterid=86dcad24bf,Trend Lz Fwd   Silverbuild     Exp08/06/2025,2015FordFocus182796,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Ford Focus,Ford,Focus,2015,182796,Hatchback,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2953225/2015-ford-focus-trend-lz?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2953225/2015-ford-focus-trend-lz?filterid=86dcad24bf,Trend Lz Fwd   Silverbuild     Exp08/06/2025,2015FordFocus182796,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2009 Subaru Tribeca R,Subaru,Tribeca R,2009,122569,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971213/2009-subaru-tribeca-r-premium-pack-b9-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971213/2009-subaru-tribeca-r-premium-pack-b9-my10?filterid=86dcad24bf,Premium Pack B9 My10 4Wd   Silverbuild     Exp20/12/2024,2009SubaruTribeca R122569,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2009 Subaru Tribeca R,Subaru,Tribeca R,2009,122569,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971213/2009-subaru-tribeca-r-premium-pack-b9-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971213/2009-subaru-tribeca-r-premium-pack-b9-my10?filterid=86dcad24bf,Premium Pack B9 My10 4Wd   Silverbuild     Exp20/12/2024,2009SubaruTribeca R122569,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Toyota Camry,Toyota,Camry,2013,151920,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968755/2013-toyota-camry-atara-sx-asv50r?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968755/2013-toyota-camry-atara-sx-asv50r?filterid=86dcad24bf,Atara Sx Asv50R Fwd   Silverbuild     Exp16/03/2025,2013ToyotaCamry151920,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Toyota Camry,Toyota,Camry,2013,151920,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968755/2013-toyota-camry-atara-sx-asv50r?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968755/2013-toyota-camry-atara-sx-asv50r?filterid=86dcad24bf,Atara Sx Asv50R Fwd   Silverbuild     Exp16/03/2025,2013ToyotaCamry151920,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Volkswagen Polo,Volkswagen,Polo,2016,234081,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2936922/2016-volkswagen-polo-81tsi-comfortline-6r-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2936922/2016-volkswagen-polo-81tsi-comfortline-6r-my16?filterid=86dcad24bf,81Tsi Comfortline 6R My16 Fwd   Greybuild2015     Exp26/09/2024,2016VolkswagenPolo234081,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2016 Volkswagen Polo,Volkswagen,Polo,2016,234081,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2936922/2016-volkswagen-polo-81tsi-comfortline-6r-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2936922/2016-volkswagen-polo-81tsi-comfortline-6r-my16?filterid=86dcad24bf,81Tsi Comfortline 6R My16 Fwd   Greybuild2015     Exp26/09/2024,2016VolkswagenPolo234081,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,